compound,normalized_compound_name,associated_axis,axis_assignment_score,axis_assignment_margin,axis_counts,supporting_query_sets,support_count,support_count_main_axes,main_supporting_gene_set,main_supporting_gene_set_score,best_adjusted_p,best_combined_score,best_rank,best_term,best_library,indicative_mechanism,indicative_drug_class,mechanism_interpretability_score,translational_caution_category,translational_suitability_score,include_in_main_axis_pool,note,enrichment_support_score,cross_signature_score,axis_relevance_score,axis_assignment_confidence_score,final_score_prebbb,main_table_exclusion_reason,main_table_eligible,weak_fdr_retained_reason,final_priority_tier,BBB_layer,BBB_note,translational_interpretation,tool_compound_like,broad_epigenetic_modulator_like,weak_fdr_manual_review,low_cns_epilepsy_relevance,axis_preference,notes,was_v2_top_priority_clue,weighted_pre_penalty_score_v21,v21_component_enrichment_support_score,v21_component_cross_signature_score,v21_component_axis_relevance_score,v21_component_mechanism_interpretability_score,v21_component_translational_suitability_score,v21_component_axis_assignment_confidence_score,weak_fdr_penalty_value,single_signature_penalty_value,tool_compound_penalty_value,low_cns_epilepsy_relevance_penalty_value,total_penalty_v21,final_score_v21,v21_penalty_reasons,lead_layer_v21,v21_evidence_tier,v21_layer_reason,prebbb_layer_v21,prebbb_evidence_tier_v21,final_score_prebbb_v21,canonical_smiles,swissadme_bbb_prediction,swissadme_gi_absorption,swissadme_pgp_substrate,swissadme_bioavailability_score,swissadme_pains_alerts,swissadme_brenk_alerts,swissadme_leadlikeness_violations,swissadme_synthetic_accessibility,manual_final_bbb_layer,BBB_score,manual_review_note,reviewed_by,reviewed_date,after_bbb_review_status,final_score_after_bbb,after_bbb_final_layer,after_bbb_interpretation_note,after_bbb_rank
cycloheximide,cycloheximide,BHLHE40,0.1622379136861113,0.1622379136861113,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1866379138666121,0.0004669609432642,71.60709412473284,17,cycloheximide CTD 00005731,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0693149056987465,0.5,0.35,0.6622379136861114,0.2867735048045129,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3243315307820826,0.0138629811397493,0.09,0.0559999999999999,0.02,0.065,0.0794685496423333,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,11
alprostadil,alprostadil,BHLHE40,0.1565135155664041,0.1565135155664041,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1843237476281107,0.0007579827227145,57.78179374797704,21,alprostadil HL60 UP,DSigDB,redox/stress-adaptation,redox/stress-adaptation,1.0,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0593823985722569,0.5,0.35,0.6565135155664041,0.3883358008169894,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3816581015824198,0.0118764797144513,0.09,0.0559999999999999,0.08,0.065,0.0787816218679685,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,12
niclosamide,niclosamide,BHLHE40,0.197746508491711,0.197746508491711,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.331726201939198,0.0013055689827287,197.23306515275664,27,niclosamide BOSS,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1246943677721011,0.5,0.35,0.697746508491711,0.3062280310109672,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3396684545734255,0.0249388735544202,0.09,0.0559999999999999,0.02,0.065,0.0837295810190053,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,13
GNF-PF-2812,GNF-PF-2812,BHLHE40,0.2236876935702335,0.2236876935702335,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1801918092201946,0.0018000728055716,284.76041533886774,32,GNF-PF-2812 TTD 00008260,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1658168063938322,0.5,0.35,0.7236876935702334,0.3206400574037683,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3510058845071944,0.0331633612787664,0.09,0.0559999999999999,0.02,0.065,0.086842523228428,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,14
indomethacin,indomethacin,BHLHE40,0.1521571764465126,0.1521571764465126,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1801073173819839,0.00183219269427,52.34123291289074,34,indomethacin CTD 00006147,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0510294134755033,0.5,0.35,0.6521571764465126,0.280481398158372,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3194647438686822,0.0102058826951006,0.09,0.0559999999999999,0.02,0.065,0.0782588611735815,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,15
cephaeline,cephaeline,BHLHE40,0.1496336032161853,0.1496336032161853,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.2296129073130079,0.0020319710539558,35.258343474297014,36,cephaeline HL60 UP,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0419361548977775,0.5,0.35,0.6496336032161854,0.2775515347266281,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3173432633654977,0.0083872309795555,0.09,0.0559999999999999,0.02,0.065,0.0779560323859422,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,16
ciclopirox,ciclopirox,BHLHE40,0.1569185466577815,0.1569185466577815,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.179210156860396,0.0022107070412896,69.68011045851388,39,ciclopirox HL60 UP,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0583781186050346,0.5,0.35,0.6569185466577815,0.2830669193141329,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3215058493199407,0.0116756237210069,0.09,0.0559999999999999,0.02,0.065,0.0788302255989337,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,17
emetine,emetine,BHLHE40,0.146696210951628,0.146696210951628,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1773676097186825,0.003251138568005,40.25308061226134,45,emetine HL60 DOWN,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0413818949776794,0.5,0.35,0.646696210951628,0.277150265369434,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3168799243097312,0.0082763789955358,0.09,0.0559999999999999,0.02,0.065,0.0776035453141953,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,18
amlexanox,amlexanox,BHLHE40,0.2543701085482443,0.2543701085482443,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1761228024332912,0.0042189053167741,392.9494506760748,48,amlexanox CTD 00002035,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.2137259712900919,0.5,0.35,0.7543701085482444,0.3374674000708871,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3642696072838077,0.0427451942580183,0.09,0.0559999999999999,0.02,0.065,0.0905244130257893,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,19
calcitriol,calcitriol,BHLHE40,0.1397231024232835,0.1397231024232835,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1755014109648427,0.004804961500833,21.44042363082476,50,calcitriol CTD 00005558,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0295909218989332,0.5,0.35,0.6397231024232836,0.2730551247635426,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3136849566705806,0.0059181843797866,0.09,0.0559999999999999,0.02,0.065,0.076766772290794,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,20
raloxifene,raloxifene,BHLHE40,0.1423652684374761,0.1423652684374761,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1754058202880157,0.0049020752517,30.229690454301945,51,raloxifene CTD 00007367,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0337989631015848,0.5,0.35,0.6423652684374761,0.2745289104054735,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3148436248328141,0.0067597926203169,0.09,0.0559999999999999,0.02,0.065,0.0770838322124971,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,21
puromycin,puromycin,BHLHE40,0.1456936019567444,0.1456936019567444,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1742808732165514,0.0062036585959627,43.38014480598863,54,puromycin HL60 UP,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0387748922041974,0.5,0.35,0.6456936019567444,0.2762879558177988,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3162382106756488,0.0077549784408394,0.09,0.0559999999999999,0.02,0.065,0.0774832322348093,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,22
strophanthidin,strophanthidin,BHLHE40,0.1435245144395741,0.1435245144395741,BHLHE40:1,BHLHE40_supplement_program,1,0,BHLHE40_supplement_program,0.1736161949910603,0.0071297316256667,37.702360506472935,55,strophanthidin HL60 UP,DSigDB,未自动识别；补充轴线索,unknown,0.25,identifier_or_tool_compound_manual_review,0.25,False,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0350799109909986,0.5,0.35,0.6435245144395741,0.2750059344524656,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,BHLHE40 仅作为补充轴线索，不进入主文主药物推荐。,True,False,False,True,supplementary,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.3152389239309486,0.0070159821981997,0.09,0.0559999999999999,0.02,0.065,0.0772229417327488,0.0,0.1,0.2,0.18,0.48,0.0,single_signature;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,low_priority_not_retained_v21,not_retained,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,low_priority_not_retained_v21,not_retained,0.0,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0,low_priority_not_retained_v21,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,23
(-)-Epigallocatechin gallate,(-)-Epigallocatechin gallate,NFE2L2,0.6308076315334321,0.4766691708989584,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.3290083050987076,5.327429586692158e-17,130.04092862558915,7,(-)-Epigallocatechin gallate CTD 00002033,DSigDB,redox/stress-adaptation,redox/stress-adaptation,1.0,mechanistically_interpretable_modulator,0.75,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.2895513676097324,1.0,1.0,0.9766691708989584,0.7499989439548364,,True,,high_priority_prebbb,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,False,False,False,False,NFE2L2,auto_v21_default,True,0.7901105740298215,0.0579102735219464,0.18,0.16,0.08,0.195,0.117200300507875,0.0,0.0,0.0,0.0,0.0,0.7901105740298215,none,primary_mechanism_direction_clues,primary_prebbb,NFE2L2 strict-FDR、多集合/清晰轴线支持，且未被工具化合物或低转化语境标签排除。,primary_mechanism_direction_clues,primary_prebbb,0.7901105740298215,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,No,Low,No,0.17,1,1,1,4.2,peripheral/program-modulating clues,0.4,BBB=No；不删除候选，改按 peripheral/program-modulating clue 解释。 Bioavailability Score=0.17。,swissadme_csv_v21_manual_input,2026-04-22,reviewed_in_v21_swissadme,0.743297305146243,peripheral_program_modulating_clues,pre-BBB 程序证据较强，但 BBB=No；after-BBB 降为 peripheral/program-modulating mechanism clue。,24
quercetin,quercetin,NFE2L2,0.3287718205533281,0.1390922396444607,NFE2L2:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program,2,1,NFE2L2_core_program,0.1119852195201732,7.351214134185998e-08,74.27742463572997,4,quercetin CTD 00006679,DSigDB,redox/stress-adaptation,redox/stress-adaptation,1.0,mechanistically_interpretable_modulator,0.75,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1268724056978705,1.0,1.0,0.6390922396444607,0.674189100880918,,True,,medium_priority_prebbb,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,False,False,False,False,NFE2L2,auto_v21_default,True,0.7170655498969094,0.0253744811395741,0.18,0.16,0.08,0.195,0.0766910687573352,0.0,0.0,0.0,0.0,0.0,0.7170655498969094,none,primary_mechanism_direction_clues,primary_prebbb,NFE2L2 strict-FDR、多集合/清晰轴线支持，且未被工具化合物或低转化语境标签排除。,primary_mechanism_direction_clues,primary_prebbb,0.7170655498969094,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,No,High,No,0.55,1,1,0,3.23,peripheral/program-modulating clues,0.4,BBB=No；不删除候选，改按 peripheral/program-modulating clue 解释。 Bioavailability Score=0.55。,swissadme_csv_v21_manual_input,2026-04-22,reviewed_in_v21_swissadme,0.6790176839092803,peripheral_program_modulating_clues,pre-BBB 程序证据较强，但 BBB=No；after-BBB 降为 peripheral/program-modulating mechanism clue。,25
Gabapentin enacarbil,Gabapentin enacarbil,THRB,0.5805327727430847,0.5805327727430847,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1589990391098136,0.1520216827430066,318.3547328251434,12,Gabapentin enacarbil,DSigDB,calcium/synaptic,calcium/synaptic,1.0,cns_or_neuroactive_known_drug,0.95,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.153899985259403,1.0,1.0,1.0,0.7391699955778209,,True,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,False,False,True,False,THRB,THRB weak-FDR 或弱 FDR 手工复核候选。,True,0.8177799970518805,0.0307799970518806,0.18,0.16,0.08,0.247,0.12,0.12,0.0,0.0,0.0,0.12,0.6977799970518805,weak_fdr,supportive_manual_review_clues,manual_review_weak_fdr,THRB weak-FDR 候选；保留为 supportive/manual-review，不与 NFE2L2 强证据候选混为同一层级。,supportive_manual_review_clues,manual_review_weak_fdr,0.6977799970518805,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O,No,High,Yes,0.56,0,2,1,3.53,peripheral/program-modulating clues,0.4,BBB=No；不删除候选，改按 peripheral/program-modulating clue 解释。 Bioavailability Score=0.56。,swissadme_csv_v21_manual_input,2026-04-22,reviewed_in_v21_swissadme,0.662046397405655,peripheral_program_modulating_clues,BBB=No 或整体更适合外周/程序调节解释；不删除，只降低 CNS headline 级别。,26
Roflumilast,Roflumilast,THRB,0.6864215097399661,0.6864215097399661,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1589990391098136,0.1520216827430066,662.6705253310397,5,Roflumilast CTD 00003916,DSigDB,phosphodiesterase/cAMP,phosphodiesterase/cAMP,1.0,mechanistically_interpretable_modulator,0.75,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.3237826947644516,1.0,1.0,1.0,0.7621348084293355,,True,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,False,False,True,False,THRB,THRB weak-FDR 或弱 FDR 手工复核候选。,True,0.7997565389528903,0.0647565389528903,0.18,0.16,0.08,0.195,0.12,0.12,0.0,0.0,0.0,0.12,0.6797565389528903,weak_fdr,supportive_manual_review_clues,manual_review_weak_fdr,THRB weak-FDR 候选；保留为 supportive/manual-review，不与 NFE2L2 强证据候选混为同一层级。,supportive_manual_review_clues,manual_review_weak_fdr,0.6797565389528903,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,No,High,No,0.55,0,0,3,2.55,peripheral/program-modulating clues,0.4,BBB=No；不删除候选，改按 peripheral/program-modulating clue 解释。 Bioavailability Score=0.55。,swissadme_csv_v21_manual_input,2026-04-22,reviewed_in_v21_swissadme,0.6461857542785435,peripheral_program_modulating_clues,BBB=No 或整体更适合外周/程序调节解释；不删除，只降低 CNS headline 级别。,27
